Date,Amount,Expense_Type,Category,Description
31-03-2025,2440,Expense,Dining Out,Payment for Restaurants
29-12-2024,1839,Expense,Housing,Payment for Property Tax
08-03-2025,1240,Income,Groceries,Payment for Meat
08-05-2025,3986,Expense,Transportation,Payment for Fuel
30-06-2024,1545,Expense,Travel,Payment for Flights
26-07-2025,2237,Expense,Education,Payment for Tuition
13-04-2024,4573,Expense,Housing,Payment for Rent
01-02-2024,3420,Expense,Travel,Payment for Local Transport
04-09-2023,1309,Income,Dining Out,Payment for Takeaway
13-01-2024,4125,Expense,Utilities,Payment for Gas
04-06-2023,3080,Expense,Healthcare,Payment for Health Insurance
21-05-2023,4745,Expense,Education,Payment for Books
30-12-2024,146,Expense,Dining Out,Payment for Restaurants
21-06-2024,4623,Expense,Groceries,Payment for Dairy
10-03-2024,4636,Expense,Debt Payments,Payment for EMI
28-01-2023,1369,Expense,Clothing,Payment for Shoes
08-03-2025,4551,Income,Debt Payments,Payment for Credit Card
08-10-2022,764,Expense,Healthcare,Payment for Medicines
13-01-2025,2544,Expense,Dining Out,Payment for Cafes
20-10-2024,2796,Expense,Transportation,Payment for Car Maintenance
02-03-2025,4093,Income,Debt Payments,Payment for Loans
05-01-2024,634,Expense,Clothing,Payment for Formal Wear
09-09-2024,1003,Expense,Dining Out,Payment for Cafes
25-09-2024,2947,Expense,Healthcare,Payment for Doctor
14-09-2024,2080,Expense,Groceries,Payment for Vegetables
17-12-2022,643,Expense,Housing,Payment for Repairs
21-01-2024,1881,Expense,Miscellaneous,Payment for Donations
18-03-2025,405,Expense,Healthcare,Payment for Doctor
07-03-2025,1726,Expense,Healthcare,Payment for Doctor Visits
16-10-2022,3168,Income,Transportation,Payment for Car Maintenance
18-04-2023,161,Expense,Personal Care,Payment for Cosmetics
08-10-2024,3784,Income,Personal Care,Payment for Salon
13-08-2023,4520,Expense,Dining Out,Payment for Restaurants
03-05-2023,894,Expense,Groceries,Payment for Dairy
21-08-2025,2223,Income,Debt Payments,Payment for Credit Card
21-06-2023,3128,Expense,Personal Care,Payment for Gym Membership
21-09-2024,2659,Expense,Clothing,Payment for Accessories
11-11-2024,1433,Expense,Groceries,Payment for Fruits
15-11-2023,4020,Income,Transportation,Payment for Fuel
30-07-2025,411,Expense,Education,Payment for Courses
03-11-2023,728,Income,Clothing,Payment for Accessories
21-09-2024,2861,Income,Personal Care,Payment for Cosmetics
07-07-2023,2872,Income,Utilities,Payment for Gas
20-09-2024,1781,Expense,Utilities,Payment for Electricity
18-10-2024,1337,Income,Utilities,Payment for Phone
23-06-2023,4945,Income,Healthcare,Payment for Medicines
23-07-2023,324,Expense,Education,Payment for Courses
20-04-2024,955,Expense,Groceries,Payment for Dairy
19-02-2024,1932,Income,Groceries,Payment for Meat
27-03-2024,541,Expense,Utilities,Payment for Phone
11-11-2024,4804,Expense,Insurance,Payment for Home Insurance
28-09-2023,590,Income,Education,Payment for Books
28-03-2024,2936,Expense,Housing,Payment for Mortgage
26-06-2023,4465,Income,Clothing,Payment for Casual Wear
06-10-2024,505,Income,Miscellaneous,Payment for Gifts
18-03-2024,700,Expense,Insurance,Payment for Vehicle Insurance
26-11-2022,1362,Income,Personal Care,Payment for Cosmetics
23-12-2022,1354,Income,Transportation,Payment for Public Transport
30-10-2024,4562,Expense,Travel,Payment for Local Transport
23-10-2023,3659,Expense,Utilities,Payment for Gas
16-09-2024,853,Expense,Savings & Investments,Payment for Fixed Deposits
31-01-2025,847,Expense,Debt Payments,Payment for Loans
24-02-2023,3434,Expense,Education,Payment for Books
03-05-2024,4754,Expense,Healthcare,Payment for Health Insurance
27-01-2023,2062,Expense,Groceries,Payment for Fruits
01-11-2024,2890,Expense,Savings & Investments,Payment for Stocks
25-05-2024,3112,Expense,Groceries,Payment for Fruits
11-06-2023,1130,Income,Healthcare,Payment for Doctor Visits
02-11-2024,1363,Expense,Transportation,Payment for Fuel
08-02-2025,2695,Expense,Healthcare,Payment for Doctor
06-12-2024,3684,Expense,Utilities,Payment for Water
26-11-2022,2103,Expense,Insurance,Payment for Life Insurance
16-07-2025,3564,Expense,Housing,Payment for Repairs
25-09-2025,359,Expense,Healthcare,Payment for Health Insurance
21-10-2023,834,Expense,Insurance,Payment for Home Insurance
22-11-2024,1664,Expense,Housing,Payment for Mortgage
13-05-2024,872,Expense,Groceries,Payment for Snacks
25-03-2025,1377,Expense,Dining Out,Payment for Restaurants
16-04-2024,107,Expense,Miscellaneous,Payment for Gifts
01-11-2023,1298,Expense,Insurance,Payment for Home Insurance
15-03-2025,1499,Income,Dining Out,Payment for Restaurants
18-07-2023,567,Expense,Clothing,Payment for Shoes
26-01-2024,2127,Expense,Housing,Payment for Rent
09-12-2024,200,Expense,Transportation,Payment for Taxi
06-03-2025,4693,Expense,Education,Payment for Books
30-05-2023,2207,Expense,Entertainment,Payment for Streaming Services
15-05-2025,3723,Income,Healthcare,Payment for Medicines
22-12-2024,2563,Expense,Savings & Investments,Payment for Fixed Deposits
28-06-2023,2334,Expense,Entertainment,Payment for Movies
01-03-2024,1444,Expense,Insurance,Payment for Vehicle Insurance
18-04-2024,1755,Expense,Miscellaneous,Payment for Unexpected Expenses
27-06-2024,1222,Expense,Personal Care,Payment for Cosmetics
06-03-2023,2471,Expense,Dining Out,Payment for Takeaway
11-07-2024,649,Expense,Personal Care,Payment for Gym Membership
23-03-2023,3554,Expense,Education,Payment for Books
09-06-2024,2349,Income,Insurance,Payment for Vehicle Insurance
27-04-2023,4065,Expense,Transportation,Payment for Taxi
19-12-2023,1546,Expense,Housing,Payment for Repairs
06-05-2024,3167,Expense,Insurance,Payment for Home Insurance
14-03-2023,4752,Income,Healthcare,Payment for Doctor Visits
01-01-2024,484,Expense,Personal Care,Payment for Salon
01-04-2025,2708,Expense,Personal Care,Payment for Cosmetics
16-08-2025,3749,Expense,Personal Care,Payment for Gym Membership
11-09-2024,2373,Expense,Transportation,Payment for Car Maintenance
16-01-2025,2945,Expense,Healthcare,Payment for Health Insurance
12-02-2025,1581,Expense,Transportation,Payment for Car Maintenance
16-08-2024,3216,Expense,Clothing,Payment for Accessories
24-08-2023,4812,Expense,Groceries,Payment for Dairy
01-01-2023,831,Expense,Groceries,Payment for Dairy
21-11-2024,1475,Expense,Miscellaneous,Payment for Unexpected Expenses
08-07-2024,4978,Income,Personal Care,Payment for Gym Membership
16-09-2023,2601,Income,Entertainment,Payment for Streaming Services
15-04-2025,3536,Expense,Utilities,Payment for Electricity
26-04-2025,2373,Expense,Clothing,Payment for Accessories
08-06-2025,4471,Income,Dining Out,Payment for Cafes
06-08-2025,606,Income,Debt Payments,Payment for Loans
05-07-2024,562,Expense,Travel,Payment for Hotels
15-06-2024,3268,Expense,Education,Payment for Tuition
14-02-2023,4201,Income,Travel,Payment for Flights
13-09-2024,4165,Expense,Savings & Investments,Payment for Stocks
29-10-2024,3591,Expense,Clothing,Payment for Casual Wear
10-06-2023,2949,Expense,Insurance,Payment for Vehicle Insurance
04-08-2024,4146,Expense,Groceries,Payment for Meat
29-12-2022,3010,Income,Transportation,Payment for Fuel
25-09-2025,4993,Income,Entertainment,Payment for Movies
04-11-2022,1302,Income,Housing,Payment for Repairs
15-02-2023,774,Income,Savings & Investments,Payment for Mutual Funds
11-02-2025,1356,Income,Housing,Payment for Mortgage
08-08-2024,809,Income,Housing,Payment for Rent
12-02-2023,276,Expense,Debt Payments,Payment for EMI
06-04-2023,4847,Income,Dining Out,Payment for Cafes
05-09-2023,357,Expense,Savings & Investments,Payment for Mutual Funds
23-07-2025,3428,Expense,Education,Payment for Books
27-05-2025,3059,Expense,Groceries,Payment for Snacks
21-07-2024,1567,Income,Personal Care,Payment for Cosmetics
29-05-2023,1581,Income,Entertainment,Payment for Streaming Services
17-11-2023,1894,Expense,Education,Payment for Courses
04-09-2024,2718,Expense,Healthcare,Payment for Health Insurance
06-09-2023,4798,Expense,Groceries,Payment for Meat
10-08-2024,846,Expense,Travel,Payment for Sightseeing
12-07-2024,4625,Expense,Transportation,Payment for Fuel
21-02-2023,1829,Expense,Miscellaneous,Payment for Gifts
17-08-2023,635,Expense,Savings & Investments,Payment for Stocks
28-01-2023,1428,Expense,Savings & Investments,Payment for Fixed Deposits
05-08-2023,4407,Expense,Insurance,Payment for Vehicle Insurance
21-05-2024,4840,Expense,Insurance,Payment for Home Insurance
16-01-2024,3860,Income,Housing,Payment for Property Tax
20-04-2024,4081,Expense,Clothing,Payment for Casual Wear
25-04-2024,2774,Expense,Healthcare,Payment for Doctor Visits
10-09-2023,1897,Expense,Utilities,Payment for Internet
26-12-2024,2287,Expense,Debt Payments,Payment for Loans
15-10-2023,1091,Expense,Insurance,Payment for Life Insurance
09-12-2022,4889,Income,Clothing,Payment for Shoes
02-03-2024,3535,Income,Debt Payments,Payment for Credit Card
18-04-2025,292,Income,Entertainment,Payment for Movies
02-09-2023,2150,Expense,Travel,Payment for Sightseeing
23-07-2024,1299,Expense,Travel,Payment for Hotels
07-11-2022,1787,Expense,Dining Out,Payment for Takeaway
24-04-2024,3719,Expense,Savings & Investments,Payment for Mutual Funds
21-05-2025,1968,Income,Groceries,Payment for Meat
01-05-2024,4464,Income,Travel,Payment for Local Transport
17-03-2023,2804,Expense,Entertainment,Payment for Games
29-08-2024,1442,Expense,Insurance,Payment for Life Insurance
21-02-2024,297,Expense,Housing,Payment for Mortgage
04-05-2024,4322,Expense,Education,Payment for Tuition
08-06-2025,1735,Expense,Personal Care,Payment for Gym Membership
31-12-2023,1981,Income,Education,Payment for Tuition
10-03-2024,4066,Expense,Insurance,Payment for Vehicle Insurance
04-09-2023,4158,Expense,Personal Care,Payment for Gym Membership
24-11-2022,3482,Expense,Debt Payments,Payment for Loans
04-05-2023,4434,Expense,Education,Payment for Books
08-06-2024,4576,Income,Groceries,Payment for Meat
22-12-2024,4034,Income,Education,Payment for Courses
28-09-2024,3872,Expense,Travel,Payment for Hotels
05-01-2024,2131,Expense,Groceries,Payment for Dairy
02-06-2023,1397,Expense,Personal Care,Payment for Cosmetics
27-09-2024,4786,Income,Clothing,Payment for Formal Wear
06-10-2023,182,Expense,Entertainment,Payment for Movies
19-11-2023,3673,Income,Travel,Payment for Hotels
18-08-2025,1904,Income,Savings & Investments,Payment for Mutual Funds
01-10-2023,2994,Income,Transportation,Payment for Fuel
09-04-2024,450,Expense,Groceries,Payment for Dairy
14-01-2023,655,Expense,Education,Payment for Books
04-05-2024,4756,Expense,Miscellaneous,Payment for Unexpected Expenses
14-01-2025,181,Income,Clothing,Payment for Casual Wear
20-11-2023,4538,Income,Groceries,Payment for Meat
27-12-2024,4958,Income,Dining Out,Payment for Restaurants
11-08-2024,4726,Expense,Education,Payment for Courses
11-06-2023,4556,Income,Transportation,Payment for Taxi
16-11-2024,4490,Expense,Healthcare,Payment for Health Insurance
13-01-2025,853,Income,Groceries,Payment for Meat
31-03-2025,3317,Income,Travel,Payment for Flights
21-05-2023,4339,Income,Utilities,Payment for Electricity
03-04-2024,3683,Income,Clothing,Payment for Casual Wear
28-03-2023,2726,Expense,Savings & Investments,Payment for Stocks
04-03-2023,1265,Expense,Groceries,Payment for Snacks
21-04-2024,2527,Expense,Education,Payment for Tuition
01-02-2025,2314,Income,Healthcare,Payment for Health Insurance
11-08-2025,1019,Income,Personal Care,Payment for Gym Membership
03-05-2025,650,Expense,Insurance,Payment for Home Insurance
12-05-2024,4505,Expense,Dining Out,Payment for Cafes
09-02-2023,1382,Expense,Healthcare,Payment for Health Insurance
23-11-2023,2766,Expense,Insurance,Payment for Home Insurance
29-04-2023,4566,Expense,Dining Out,Payment for Restaurants
16-03-2025,831,Income,Insurance,Payment for Life Insurance
23-01-2024,3858,Expense,Healthcare,Payment for Medicines
11-09-2023,1484,Expense,Insurance,Payment for Life Insurance
13-03-2023,4388,Expense,Personal Care,Payment for Cosmetics
22-04-2025,1066,Expense,Savings & Investments,Payment for Mutual Funds
11-09-2023,2269,Expense,Education,Payment for Stationery
24-01-2025,2752,Income,Miscellaneous,Payment for Gifts
31-10-2023,3956,Expense,Healthcare,Payment for Medicines
03-05-2024,2866,Income,Utilities,Payment for Electricity
23-09-2024,4041,Expense,Personal Care,Payment for Cosmetics
02-08-2023,509,Expense,Personal Care,Payment for Cosmetics
15-06-2025,3690,Expense,Education,Payment for Courses
04-12-2024,581,Expense,Travel,Payment for Sightseeing
16-09-2024,2027,Expense,Entertainment,Payment for Concerts
07-01-2024,3327,Income,Miscellaneous,Payment for Donations
05-01-2023,3814,Expense,Groceries,Payment for Vegetables
05-03-2023,340,Income,Groceries,Payment for Snacks
30-05-2024,3625,Expense,Debt Payments,Payment for EMI
04-04-2024,4804,Expense,Entertainment,Payment for Movies
10-07-2024,4699,Income,Miscellaneous,Payment for Donations
05-04-2025,2525,Income,Insurance,Payment for Life Insurance
13-05-2023,562,Expense,Personal Care,Payment for Gym Membership
25-11-2023,1689,Expense,Transportation,Payment for Fuel
29-05-2023,304,Expense,Miscellaneous,Payment for Gifts
11-03-2024,4866,Income,Utilities,Payment for Water
01-09-2025,2687,Expense,Clothing,Payment for Formal Wear
04-10-2023,2015,Expense,Miscellaneous,Payment for Gifts
11-07-2024,100,Income,Travel,Payment for Hotels
17-08-2024,849,Expense,Savings & Investments,Payment for Fixed Deposits
01-10-2024,149,Expense,Clothing,Payment for Casual Wear
29-12-2022,1797,Expense,Education,Payment for Tuition
09-08-2025,2561,Expense,Travel,Payment for Sightseeing
19-03-2023,286,Expense,Utilities,Payment for Water
26-03-2023,521,Expense,Groceries,Payment for Vegetables
24-05-2023,2254,Income,Healthcare,Payment for Medicines
21-02-2025,188,Expense,Insurance,Payment for Home Insurance
18-03-2025,2912,Income,Insurance,Payment for Vehicle Insurance
05-07-2023,1433,Expense,Miscellaneous,Payment for Unexpected Expenses
06-08-2025,3145,Expense,Healthcare,Payment for Health Insurance
07-10-2024,4551,Income,Savings & Investments,Payment for Stocks
04-10-2023,1762,Income,Clothing,Payment for Formal Wear
14-02-2025,1000,Expense,Personal Care,Payment for Salon
13-07-2025,3846,Expense,Groceries,Payment for Vegetables
07-05-2023,2423,Expense,Utilities,Payment for Electricity
05-04-2025,1407,Expense,Personal Care,Payment for Cosmetics
29-07-2023,4474,Expense,Dining Out,Payment for Restaurants
10-12-2023,1749,Expense,Entertainment,Payment for Concerts
08-10-2023,2186,Income,Debt Payments,Payment for Credit Card
14-10-2023,4160,Expense,Clothing,Payment for Casual Wear
10-06-2025,3422,Expense,Groceries,Payment for Dairy
12-10-2022,683,Expense,Education,Payment for Tuition
10-10-2024,1933,Income,Healthcare,Payment for Doctor Visits
28-07-2024,2366,Expense,Healthcare,Payment for Health Insurance
10-02-2024,1178,Expense,Personal Care,Payment for Gym Membership
15-04-2024,2436,Income,Dining Out,Payment for Cafes
11-03-2024,441,Expense,Housing,Payment for Mortgage
02-02-2024,218,Expense,Housing,Payment for Mortgage
22-10-2024,3138,Income,Groceries,Payment for Dairy
25-07-2023,2102,Income,Insurance,Payment for Life Insurance
21-12-2024,4015,Expense,Utilities,Payment for Gas
28-03-2024,3258,Expense,Utilities,Payment for Phone
24-09-2024,4764,Income,Utilities,Payment for Water
28-09-2024,1235,Income,Transportation,Payment for Public Transport
03-01-2025,4914,Expense,Housing,Payment for Repairs
22-05-2024,2777,Expense,Personal Care,Payment for Gym Membership
26-07-2025,3559,Income,Miscellaneous,Payment for Gifts
04-11-2024,4527,Income,Clothing,Payment for Shoes
19-02-2025,4627,Expense,Travel,Payment for Flights
22-04-2025,3476,Expense,Healthcare,Payment for Doctor
06-02-2023,4770,Expense,Healthcare,Payment for Health Insurance
28-05-2024,1763,Expense,Clothing,Payment for Accessories
24-10-2022,2562,Expense,Travel,Payment for Hotels
24-06-2024,3311,Expense,Healthcare,Payment for Health Insurance
25-01-2024,4639,Expense,Savings & Investments,Payment for Fixed Deposits
08-08-2024,2728,Expense,Savings & Investments,Payment for Stocks
07-09-2025,331,Income,Insurance,Payment for Home Insurance
03-10-2022,4976,Expense,Travel,Payment for Flights
09-05-2024,479,Expense,Dining Out,Payment for Takeaway
24-04-2023,2678,Expense,Insurance,Payment for Vehicle Insurance
12-06-2023,4398,Expense,Housing,Payment for Property Tax
09-10-2022,4708,Expense,Housing,Payment for Property Tax
04-05-2025,3262,Expense,Transportation,Payment for Taxi
06-10-2022,4682,Expense,Dining Out,Payment for Restaurants
21-04-2025,2995,Expense,Groceries,Payment for Fruits
30-10-2022,2367,Expense,Housing,Payment for Rent
21-03-2024,4034,Expense,Insurance,Payment for Life Insurance
29-06-2025,3482,Expense,Debt Payments,Payment for EMI
20-10-2023,2713,Income,Clothing,Payment for Accessories
29-06-2024,985,Income,Clothing,Payment for Formal Wear
23-04-2023,2392,Expense,Clothing,Payment for Shoes
07-04-2024,1738,Expense,Clothing,Payment for Shoes
11-09-2023,932,Expense,Utilities,Payment for Electricity
29-11-2024,2569,Income,Travel,Payment for Flights
20-05-2023,866,Expense,Travel,Payment for Local Transport
31-08-2025,3282,Income,Insurance,Payment for Home Insurance
30-06-2025,3916,Expense,Insurance,Payment for Home Insurance
04-10-2024,2896,Income,Insurance,Payment for Vehicle Insurance
27-04-2025,727,Income,Transportation,Payment for Public Transport
23-03-2023,2304,Income,Miscellaneous,Payment for Gifts
21-12-2023,3033,Expense,Utilities,Payment for Internet
12-05-2024,2539,Expense,Entertainment,Payment for Concerts
19-12-2022,2364,Income,Insurance,Payment for Home Insurance
10-02-2023,2496,Expense,Groceries,Payment for Fruits
31-01-2025,1938,Income,Clothing,Payment for Formal Wear
12-12-2023,1770,Expense,Entertainment,Payment for Concerts
12-09-2025,1953,Expense,Dining Out,Payment for Takeaway
25-08-2024,273,Expense,Clothing,Payment for Formal Wear
21-11-2023,4810,Expense,Dining Out,Payment for Restaurants
25-12-2022,984,Expense,Entertainment,Payment for Games
15-07-2024,1362,Expense,Miscellaneous,Payment for Donations
26-07-2025,1358,Expense,Clothing,Payment for Formal Wear
01-05-2023,275,Expense,Insurance,Payment for Vehicle Insurance
02-04-2024,249,Income,Housing,Payment for Repairs
13-02-2024,4649,Expense,Insurance,Payment for Vehicle Insurance
27-08-2024,4156,Expense,Miscellaneous,Payment for Gifts
31-05-2023,2934,Expense,Transportation,Payment for Car Maintenance
03-08-2023,2374,Expense,Transportation,Payment for Public Transport
17-05-2023,4043,Expense,Healthcare,Payment for Doctor Visits
02-03-2023,3983,Income,Dining Out,Payment for Takeaway
23-01-2025,1647,Income,Personal Care,Payment for Cosmetics
21-01-2023,54,Expense,Housing,Payment for Property Tax
05-08-2023,329,Expense,Education,Payment for Tuition
17-06-2025,3069,Expense,Clothing,Payment for Accessories
25-07-2023,2414,Expense,Personal Care,Payment for Salon
05-08-2025,176,Expense,Dining Out,Payment for Takeaway
20-11-2024,4449,Income,Miscellaneous,Payment for Unexpected Expenses
10-10-2022,2846,Expense,Utilities,Payment for Electricity
18-05-2023,4876,Expense,Entertainment,Payment for Concerts
10-05-2025,3299,Income,Healthcare,Payment for Medicines
27-09-2024,3951,Expense,Utilities,Payment for Internet
12-07-2025,4635,Income,Insurance,Payment for Life Insurance
23-06-2025,4582,Expense,Housing,Payment for Repairs
28-07-2023,3751,Income,Utilities,Payment for Gas
22-03-2024,532,Expense,Insurance,Payment for Vehicle Insurance
11-01-2024,3089,Expense,Personal Care,Payment for Cosmetics
19-12-2024,4460,Expense,Education,Payment for Books
14-12-2022,1557,Expense,Insurance,Payment for Vehicle Insurance
14-07-2025,3218,Income,Debt Payments,Payment for Credit Card
22-10-2022,988,Expense,Dining Out,Payment for Cafes
02-08-2025,66,Expense,Groceries,Payment for Fruits
04-08-2024,4592,Expense,Healthcare,Payment for Medicines
06-03-2024,4424,Expense,Miscellaneous,Payment for Donations
10-09-2023,3992,Income,Insurance,Payment for Vehicle Insurance
19-03-2023,4597,Income,Utilities,Payment for Internet
09-09-2024,2763,Expense,Debt Payments,Payment for Credit Card
30-01-2024,4751,Expense,Dining Out,Payment for Takeaway
11-10-2023,3935,Expense,Transportation,Payment for Public Transport
05-10-2023,3667,Expense,Insurance,Payment for Home Insurance
24-06-2025,1083,Expense,Personal Care,Payment for Salon
01-06-2025,1861,Expense,Debt Payments,Payment for EMI
24-10-2024,2057,Expense,Education,Payment for Tuition
18-01-2024,4246,Expense,Groceries,Payment for Dairy
15-10-2023,519,Expense,Insurance,Payment for Home Insurance
02-03-2023,1374,Expense,Miscellaneous,Payment for Unexpected Expenses
12-06-2023,3327,Income,Dining Out,Payment for Restaurants
02-08-2024,1674,Expense,Dining Out,Payment for Restaurants
05-12-2022,1285,Expense,Groceries,Payment for Fruits
07-09-2023,168,Expense,Debt Payments,Payment for Loans
01-08-2024,1933,Expense,Clothing,Payment for Formal Wear
24-10-2023,2054,Income,Personal Care,Payment for Cosmetics
14-06-2023,837,Expense,Savings & Investments,Payment for Mutual Funds
01-08-2023,2525,Expense,Healthcare,Payment for Doctor Visits
05-05-2025,2817,Income,Personal Care,Payment for Gym Membership
25-05-2025,1477,Expense,Clothing,Payment for Shoes
01-06-2023,292,Expense,Entertainment,Payment for Movies
30-09-2024,4088,Expense,Miscellaneous,Payment for Donations
03-04-2023,4772,Expense,Miscellaneous,Payment for Unexpected Expenses
10-04-2025,3963,Income,Miscellaneous,Payment for Unexpected Expenses
21-11-2024,65,Expense,Personal Care,Payment for Cosmetics
10-11-2023,4661,Expense,Groceries,Payment for Fruits
04-09-2023,2832,Income,Education,Payment for Courses
13-04-2024,1873,Expense,Personal Care,Payment for Salon
10-07-2024,4973,Expense,Utilities,Payment for Internet
07-05-2025,60,Income,Education,Payment for Stationery
26-08-2025,328,Expense,Debt Payments,Payment for Credit Card
06-12-2022,2992,Expense,Healthcare,Payment for Doctor Visits
14-10-2023,4478,Expense,Savings & Investments,Payment for Stocks
24-11-2022,2841,Expense,Groceries,Payment for Meat
25-01-2025,2135,Expense,Travel,Payment for Local Transport
01-04-2025,1156,Income,Miscellaneous,Payment for Donations
19-08-2023,81,Expense,Entertainment,Payment for Streaming Services
02-01-2024,3175,Income,Insurance,Payment for Home Insurance
26-03-2023,786,Expense,Transportation,Payment for Taxi
19-01-2025,1898,Income,Insurance,Payment for Life Insurance
24-04-2024,3082,Expense,Travel,Payment for Flights
25-01-2023,3658,Expense,Education,Payment for Books
30-03-2024,4190,Income,Clothing,Payment for Casual Wear
05-07-2024,2727,Expense,Debt Payments,Payment for EMI
24-10-2022,343,Income,Travel,Payment for Local Transport
26-07-2025,3246,Expense,Education,Payment for Tuition
24-05-2025,1621,Expense,Transportation,Payment for Fuel
14-03-2024,3098,Income,Miscellaneous,Payment for Unexpected Expenses
24-02-2023,2989,Expense,Personal Care,Payment for Gym Membership
12-08-2025,4312,Income,Miscellaneous,Payment for Donations
14-07-2024,318,Income,Utilities,Payment for Gas
30-04-2025,1197,Expense,Clothing,Payment for Shoes
05-04-2024,3392,Expense,Miscellaneous,Payment for Unexpected Expenses
27-11-2023,929,Expense,Travel,Payment for Flights
18-07-2023,108,Income,Transportation,Payment for Fuel
04-04-2024,2547,Expense,Transportation,Payment for Public Transport
03-12-2023,3941,Expense,Utilities,Payment for Water
24-05-2024,266,Income,Miscellaneous,Payment for Unexpected Expenses
11-08-2023,4389,Expense,Healthcare,Payment for Doctor
31-10-2023,4662,Expense,Savings & Investments,Payment for Mutual Funds
16-05-2024,2361,Expense,Education,Payment for Courses
27-03-2024,783,Income,Personal Care,Payment for Gym Membership
13-12-2022,2552,Expense,Education,Payment for Stationery
09-02-2025,4689,Income,Groceries,Payment for Snacks
01-04-2025,2471,Expense,Debt Payments,Payment for Loans
06-09-2024,3427,Expense,Miscellaneous,Payment for Unexpected Expenses
27-01-2024,423,Expense,Miscellaneous,Payment for Gifts
14-10-2024,161,Expense,Travel,Payment for Sightseeing
25-07-2025,2590,Expense,Clothing,Payment for Accessories
31-03-2024,343,Expense,Entertainment,Payment for Movies
31-05-2025,2519,Expense,Savings & Investments,Payment for Stocks
08-09-2025,2248,Income,Travel,Payment for Flights
27-04-2025,3318,Expense,Groceries,Payment for Vegetables
04-04-2025,217,Expense,Transportation,Payment for Car Maintenance
26-09-2023,3203,Expense,Entertainment,Payment for Concerts
15-10-2023,119,Expense,Insurance,Payment for Vehicle Insurance
26-06-2023,1475,Expense,Dining Out,Payment for Cafes
01-08-2025,2622,Expense,Education,Payment for Books
23-07-2023,1704,Expense,Transportation,Payment for Fuel
28-06-2025,2309,Expense,Debt Payments,Payment for EMI
20-05-2023,151,Income,Utilities,Payment for Water
25-04-2024,1781,Expense,Personal Care,Payment for Cosmetics
25-10-2022,1411,Expense,Dining Out,Payment for Takeaway
30-12-2022,382,Expense,Housing,Payment for Repairs
06-06-2024,2302,Expense,Clothing,Payment for Casual Wear
03-08-2023,4374,Income,Miscellaneous,Payment for Unexpected Expenses
19-11-2022,3310,Expense,Dining Out,Payment for Cafes
13-08-2023,1172,Expense,Groceries,Payment for Snacks
28-03-2023,2007,Expense,Personal Care,Payment for Gym Membership
19-02-2025,2009,Expense,Transportation,Payment for Taxi
30-08-2025,509,Expense,Personal Care,Payment for Salon
06-07-2024,1267,Income,Transportation,Payment for Car Maintenance
13-04-2023,980,Income,Utilities,Payment for Gas
04-07-2024,360,Income,Debt Payments,Payment for Credit Card
26-05-2025,2939,Expense,Insurance,Payment for Vehicle Insurance
10-06-2023,1808,Expense,Personal Care,Payment for Gym Membership
29-09-2024,4391,Expense,Healthcare,Payment for Health Insurance
30-08-2023,521,Expense,Savings & Investments,Payment for Fixed Deposits
14-06-2025,4467,Expense,Debt Payments,Payment for Credit Card
16-03-2025,4286,Expense,Groceries,Payment for Vegetables
24-02-2024,3230,Expense,Debt Payments,Payment for Loans
28-05-2023,2410,Expense,Insurance,Payment for Life Insurance
24-02-2023,1194,Income,Housing,Payment for Repairs
24-10-2024,148,Expense,Utilities,Payment for Electricity
09-06-2024,3699,Expense,Insurance,Payment for Life Insurance
25-12-2023,543,Expense,Debt Payments,Payment for Credit Card
28-04-2023,2207,Expense,Entertainment,Payment for Games
27-07-2024,4629,Expense,Miscellaneous,Payment for Unexpected Expenses
14-05-2024,2227,Expense,Housing,Payment for Rent
06-02-2023,1473,Expense,Miscellaneous,Payment for Donations
01-06-2024,4985,Expense,Debt Payments,Payment for Credit Card
11-06-2023,555,Expense,Savings & Investments,Payment for Stocks
11-04-2024,4355,Income,Savings & Investments,Payment for Stocks
30-11-2022,410,Expense,Utilities,Payment for Electricity
09-11-2023,203,Income,Travel,Payment for Sightseeing
08-12-2024,582,Expense,Personal Care,Payment for Cosmetics
13-10-2022,2061,Expense,Entertainment,Payment for Streaming Services
14-06-2023,2407,Expense,Housing,Payment for Property Tax
20-09-2024,2833,Expense,Entertainment,Payment for Movies
03-06-2024,2019,Expense,Savings & Investments,Payment for Fixed Deposits
01-09-2025,2397,Income,Dining Out,Payment for Takeaway
19-12-2024,4486,Income,Insurance,Payment for Vehicle Insurance
25-08-2023,684,Expense,Savings & Investments,Payment for Fixed Deposits
12-03-2023,2651,Expense,Travel,Payment for Local Transport
21-09-2025,1242,Income,Utilities,Payment for Electricity
20-10-2023,4565,Income,Transportation,Payment for Fuel
17-08-2025,786,Expense,Entertainment,Payment for Streaming Services
22-08-2023,2486,Expense,Housing,Payment for Mortgage
14-08-2023,1258,Expense,Education,Payment for Books
01-11-2023,2108,Expense,Healthcare,Payment for Health Insurance
11-01-2023,657,Income,Insurance,Payment for Life Insurance
24-08-2024,3115,Expense,Education,Payment for Tuition
11-07-2025,3799,Income,Dining Out,Payment for Restaurants
24-08-2023,4376,Expense,Insurance,Payment for Vehicle Insurance
19-07-2024,2087,Expense,Insurance,Payment for Life Insurance
03-09-2025,2235,Expense,Housing,Payment for Property Tax
19-05-2024,1046,Expense,Groceries,Payment for Vegetables
